DATE: July 17 - July 20, 2000
VENUE: NBER
ORGANIZER: Richard Sylla; John Wallis

TITLE: Conjectural Estimates of Economic Growth in the Lower South, 1700-1800
TIME: JULY 17, 9:00 AM
AUTHOR: PETER MANCALL, University of Kansas; JOSHUA ROSENBLOOM, University of Kansas, THOMAS WEISS, University of Kansas
LINK: http://papers.nber.org/papers/H0126.pdf

BREAK: JULY 17, 9:50 AM

TITLE: Gallman's Annual Output Series for the US, 1834-1909
TIME: JULY 17, 10:05 AM
AUTHOR: PAUL RHODE, University of North Carolina at Chapel Hill

BREAK: JULY 17, 10:55 AM

TITLE: State Constitutions
TIME: JULY 17, 11:10 AM
AUTHOR: JOHN WALLIS, University of Maryland and NBER
LINK: http://www.nber.org/~confer/2000/si2000/wallispaper.pdf

LUNCH: JULY 17, 12:00 N

TITLE: The Antebellum Tariff on Cotton Textiles Revisited
TIME: JULY 17, 1:00 PM
AUTHOR: PETER TEMIN, MIT and NBER; DOUGLAS IRWIN, Dartmouth College and NBER
LINK: http://www.nber.org/~confer/2000/si2000/graytemin.pdf

BREAK: JULY 17, 1:50 PM

TITLE: Economic Mobility in the Long Run: The Role of Geographic Mobility in Occupational Advancement, Income Growth, & Wealth Accumulation in Two Centuries, 1850-1880 and 1960-1990
TIME: JULY 17, 2:00 PM
AUTHOR: JOSEPH FERRIE, Northwestern University and NBER

BREAK: JULY 17, 2:50 PM

TITLE: Rising Wage Dispersion in American Manufacturing, 1850-1880
TIME: JULY 17, 3:00 PM
AUTHOR: ROBERT MARGO, Vanderbilt University and NBER; JEREMY ATACK, Vanderbilt University and NBER
LINK: http://www.nber.org/~confer/2000/si2000/atack.pdf

ADJOURN: JULY 17, 3:50 PM

TITLE: Making the Little Guy Pay: Payment System Networks, Cross Subsidization, and the Collapse of the Suffolk System
TIME: JULY 18, 9:00 AM
AUTHOR: HOWARD BODENHORN, Lafayette College
LINK: http://www.nber.org/~confer/2000/si2000/bodenhorn.pdf

BREAK: JULY 18, 9:50 AM

TITLE: How Corporations Acquired Legal Personhood
TIME: JULY 18, 10:05 AM
AUTHOR: NAOMI LAMOREAUX, UC, Los Angeles and NBER

BREAK: JULY 18, 10:55 AM

TITLE: A Wolfram in Sheep's Clothing: Economic Warfare in Spain and Portugal, 1940-1944
TIME: JULY 18, 11:10 AM
AUTHOR: HUGH ROCKOFF, Rutgers University and NBER
LINK: ftp: //ftp-snde.rutgers.edu/rutgers/wp/2000-08.pdf

ADJOURN: JULY 18, 12:00 N

TITLE: Private Water Supply in Nineteenth Century London: Re-assessing the Externalities
TIME: JULY 19, 9:00 AM
AUTHOR: NICOLA TYNAN, George Mason University
LINK: http://www.nber.org/~confer/2000/si2000/tynan.pdf

BREAK: JULY 19, 9:50 AM

TITLE: A Single Market? The Stock Exchanges of the United States and London:1866-1885
TIME: JULY 19, 10:05 AM
AUTHOR: BENJAMIN CHABOT, Northwestern University

BREAK: JULY 19, 10:55 AM

TITLE: Streets Paved with Gold: American Municipal Bonds 1902-1931
TIME: JULY 19, 11:10 AM
AUTHOR: REBECCA MENES, George Mason University and NBER

LUNCH: JULY 19, 12:00 N

TITLE: The Power of 'The Pill': Oral Contraceptives and Women's Career and Marriage Decisions
TIME: JULY 19, 1:00 PM
AUTHOR: CLAUDIA GOLDIN, Harvard University and NBER; LAWRENCE KATZ, Harvard University and NBER
LINK: http://papers.nber.org/papers/W7527.pdf

BREAK: JULY 19, 1:50 PM

TITLE: Superstores and the Evolution of Firm Capabilities in American Bookselling
TIME: JULY 19, 2:00 PM
AUTHOR: DANIEL RAFF, University of Pennsylvania and NBER

BREAK: JULY 19, 2:50 PM

TITLE: The Evolution of Suffrage Institutions in the Americas
TIME: JULY 19, 3:00 PM
AUTHOR: KENNETH SOKOLOFF, UC, Los Angeles and NBER; STANLEY ENGERMAN, University of Rochester and NBER
LINK: http://www.nber.org/~confer/2000/si2000/sokoloff.pdf

ADJOURN: JULY 19, 3:50 PM

TITLE: The Causes of Bank Failures During the Great Depression
TIME: JULY 20, 9:00 AM
AUTHOR: CHARLES CALOMIRIS, Columbia University and NBER; JOSEPH MASON, Drexel University

BREAK: JULY 20, 9:50 AM

TITLE: The Impact of the New Deal on Geographic Mobility
TIME: JULY 20, 10:05 AM
AUTHOR: PRICE FISHBACK, University of Arizona and NBER; WILLIAM HORRACE, University of Arizona; TRACY REGAN, University of Arizona: SHAWN KANTOR, University of Arizona and NBER

BREAK: JULY 20, 10:55 AM

TITLE: The Political Economy of Race, 1940-1964: The Adoption of State-Level Fair Employment Legislation
TIME: JULY 20, 11:10 AM
AUTHOR: WILLIAM COLLINS, Vanderbilt University and NBER

ADJOURN: JULY 20, 12:00 N

